Date;Enviorment;Temperature;Humidity
2016-10-19 12:12;Ute;9.9;72
2016-10-19 12:13;Ute;9.9;72
2016-10-19 12:14;Ute;9.9;71
2016-10-19 12:15;Ute;9.9;71
2016-10-19 12:27;Ute;9.9;71
2016-10-19 12:28;Ute;9.9;71
2016-10-19 12:29;Ute;9.9;71
2016-10-19 12:30;Ute;9.9;71
2016-10-19 12:31;Ute;9.9;71
2016-10-19 12:32;Ute;9.9;71
2016-10-19 12:33;Ute;9.9;71
2016-10-19 12:34;Ute;9.9;71
2016-10-19 12:35;Ute;9.9;71
2016-10-19 12:36;Ute;9.9;71
2016-10-19 12:37;Ute;9.9;71
2016-10-19 12:38;Ute;9.9;71
2016-10-19 12:39;Ute;9.9;71
2016-10-19 12:40;Ute;9.9;71
2016-10-19 12:41;Ute;9.9;71
2016-10-19 12:42;Ute;9.9;71
2016-10-19 12:43;Ute;9.9;71
2016-10-19 12:44;Ute;9.9;71
2016-10-19 12:45;Ute;9.9;71
2016-10-19 12:46;Ute;9.9;71
2016-10-19 12:47;Ute;9.9;71
2016-10-19 12:48;Ute;9.9;71
2016-10-19 13:34;Ute;9.9;70
2016-10-19 13:35;Ute;9.9;71
2016-10-19 13:36;Ute;9.9;71
2016-10-19 13:37;Ute;9.9;71
2016-10-19 13:38;Ute;9.9;71
2016-10-19 13:39;Ute;9.9;71
2016-10-19 13:40;Ute;9.9;71
2016-10-19 13:41;Ute;9.9;71
2016-10-19 13:42;Ute;9.9;71
2016-10-19 13:43;Ute;9.9;71
2016-10-19 13:44;Ute;9.9;71
2016-10-19 13:45;Ute;9.9;71
2016-10-19 13:46;Ute;9.9;71
2016-10-19 13:47;Ute;9.9;71
2016-10-19 13:48;Ute;9.9;71
2016-10-19 13:49;Ute;9.9;71
2016-10-19 13:50;Ute;9.9;71
2016-10-19 16:37;Ute;9.9;67
2016-10-19 16:38;Ute;9.9;67
2016-10-19 16:39;Ute;9.9;67
2016-10-19 16:40;Ute;9.9;67
2016-10-19 16:41;Ute;9.9;67
2016-10-19 16:42;Ute;9.9;67
2016-10-19 16:43;Ute;9.9;67
2016-10-19 21:08;Ute;9.9;68
2016-10-19 21:09;Ute;9.9;68
2016-10-19 21:11;Ute;9.9;68
2016-10-19 21:12;Ute;9.9;68
2016-10-19 21:13;Ute;9.9;68
2016-10-19 21:14;Ute;9.9;68
2016-10-19 21:15;Ute;9.9;68
2016-10-19 21:18;Ute;9.9;67
2016-10-19 21:19;Ute;9.9;67
2016-10-19 21:20;Ute;9.9;67
2016-10-19 21:21;Ute;9.9;67
2016-10-19 21:22;Ute;9.9;68
2016-10-19 21:23;Ute;9.9;68
2016-10-19 21:24;Ute;9.9;68
2016-10-19 21:52;Ute;9.9;66
2016-10-19 23:32;Ute;9.9;67
2016-10-19 23:33;Ute;9.9;67
2016-10-19 23:34;Ute;9.9;67
2016-10-19 23:35;Ute;9.9;67
2016-10-19 23:36;Ute;9.9;67
2016-10-19 23:37;Ute;9.9;67
2016-10-19 23:38;Ute;9.9;67
2016-10-19 23:39;Ute;9.9;67
2016-10-19 23:40;Ute;9.9;67
2016-10-19 23:41;Ute;9.9;67
2016-10-20 13:06;Ute;9.9;56
2016-10-20 13:07;Ute;9.9;56
2016-10-20 13:08;Ute;9.9;57
2016-10-20 13:58;Ute;9.9;54
2016-10-20 13:59;Ute;9.9;54
2016-10-20 14:00;Ute;9.9;54
2016-10-20 14:01;Ute;9.9;54
2016-10-20 14:12;Ute;9.9;54
2016-10-20 14:19;Ute;9.9;54
2016-10-20 14:20;Ute;9.9;54
2016-10-20 14:21;Ute;9.9;54
2016-10-20 14:22;Ute;9.9;54
2016-10-20 14:41;Ute;9.9;53
2016-10-20 14:42;Ute;9.9;53
2016-10-20 14:43;Ute;9.9;53
2016-10-20 14:44;Ute;9.9;53
2016-10-20 14:45;Ute;9.9;53
2016-10-26 14:02;Ute;9.9;69
2016-10-26 14:04;Ute;9.9;69
2016-10-26 14:05;Ute;9.9;69
2016-10-26 14:06;Ute;9.9;69
2016-10-26 14:07;Ute;9.9;68
2016-10-26 14:08;Ute;9.9;68
2016-10-26 14:09;Ute;9.9;68
2016-10-27 12:18;Ute;9.9;84
2016-10-27 12:19;Ute;9.9;83
2016-10-27 12:20;Ute;9.9;83
2016-10-27 12:21;Ute;9.9;83
2016-10-27 12:22;Ute;9.9;83
2016-10-27 12:23;Ute;9.9;83
2016-10-27 12:24;Ute;9.9;83
2016-10-27 12:25;Ute;9.9;83
2016-10-28 17:28;Ute;9.9;52
2016-10-28 17:29;Ute;9.9;52
2016-10-28 17:30;Ute;9.9;51
2016-10-28 17:31;Ute;9.9;51
2016-10-28 17:33;Ute;9.9;51
2016-10-28 17:34;Ute;9.9;51
2016-10-28 17:35;Ute;9.9;51
2016-10-28 17:36;Ute;9.9;52
2016-10-28 17:37;Ute;9.9;52
2016-10-30 13:27;Ute;9.9;43
2016-10-30 13:28;Ute;9.9;43
2016-10-31 13:31;Ute;9.9;57
2016-11-17 03:44;Ute;9.9;88
2016-11-17 03:46;Ute;9.9;88
2016-11-17 03:47;Ute;9.9;88
2016-11-17 03:48;Ute;9.9;88
2016-11-17 03:49;Ute;9.9;88
2016-11-17 11:38;Ute;9.9;79
2016-11-17 14:03;Ute;9.9;73
2016-11-17 14:04;Ute;9.9;74
2016-11-17 14:05;Ute;9.9;74
2016-11-17 14:06;Ute;9.9;74
2016-11-17 14:07;Ute;9.9;74
2016-11-17 14:08;Ute;9.9;74
2016-11-17 14:09;Ute;9.9;74
2016-11-18 08:51;Ute;9.9;85
2016-11-18 08:52;Ute;9.9;85
2016-11-18 08:53;Ute;9.9;85
2016-11-18 14:52;Ute;9.9;86
2016-11-21 03:02;Ute;9.9;85
2016-11-21 03:03;Ute;9.9;85
2016-11-21 03:04;Ute;9.9;85
2016-11-21 03:05;Ute;9.9;85
2016-11-21 03:06;Ute;9.9;85
2016-11-21 03:07;Ute;9.9;85
2016-11-21 03:08;Ute;9.9;85
2016-11-21 03:09;Ute;9.9;85
2016-11-21 03:10;Ute;9.9;85
2016-11-21 03:11;Ute;9.9;85
2016-11-22 08:24;Ute;9.9;82
2016-11-22 08:26;Ute;9.9;82
2016-11-22 08:28;Ute;9.9;82
2016-11-22 08:29;Ute;9.9;82
2016-11-22 08:30;Ute;9.9;82
2016-11-22 08:31;Ute;9.9;82
2016-11-22 08:32;Ute;9.9;82
2016-11-22 08:33;Ute;9.9;82
2016-11-22 08:34;Ute;9.9;82
2016-11-22 08:35;Ute;9.9;82
2016-11-22 08:37;Ute;9.9;82
2016-11-22 08:38;Ute;9.9;82
2016-11-22 08:39;Ute;9.9;82
2016-11-22 08:40;Ute;9.9;82
2016-11-22 08:41;Ute;9.9;82
2016-11-22 10:39;Ute;9.9;83
2016-11-22 10:40;Ute;9.9;83
2016-11-22 10:41;Ute;9.9;83
2016-11-22 10:42;Ute;9.9;83
2016-11-22 10:43;Ute;9.9;83
2016-11-22 10:44;Ute;9.9;83
2016-11-22 10:45;Ute;9.9;83
2016-11-22 10:46;Ute;9.9;83
2016-11-22 10:47;Ute;9.9;83
2016-11-22 10:48;Ute;9.9;83
2016-11-22 10:49;Ute;9.9;83
2016-11-22 10:50;Ute;9.9;83
2016-11-22 10:52;Ute;9.9;83
2016-11-22 10:53;Ute;9.9;83
2016-11-22 10:54;Ute;9.9;83
2016-11-22 10:56;Ute;9.9;83
2016-11-22 10:58;Ute;9.9;83
2016-11-22 10:59;Ute;9.9;83
2016-11-23 06:27;Ute;9.9;85
2016-11-23 06:28;Ute;9.9;85
2016-11-23 06:38;Ute;9.9;85
2016-11-23 06:39;Ute;9.9;85
2016-11-23 06:40;Ute;9.9;85
2016-11-23 06:41;Ute;9.9;85
2016-11-23 06:42;Ute;9.9;85
2016-11-23 06:43;Ute;9.9;85
2016-11-23 06:44;Ute;9.9;85
2016-11-23 06:45;Ute;9.9;85
2016-11-23 06:46;Ute;9.9;85
2016-11-23 06:47;Ute;9.9;85
2016-11-23 06:48;Ute;9.9;85
2016-11-23 06:49;Ute;9.9;85
2016-11-23 06:50;Ute;9.9;85
2016-11-23 06:51;Ute;9.9;85
2016-11-23 06:52;Ute;9.9;85
2016-11-23 06:53;Ute;9.9;85
2016-11-23 06:54;Ute;9.9;85
2016-11-23 06:55;Ute;9.9;85
2016-11-23 06:56;Ute;9.9;85
2016-11-23 06:57;Ute;9.9;85
2016-11-23 06:58;Ute;9.9;85
2016-11-23 06:59;Ute;9.9;85
2016-11-23 07:00;Ute;9.9;85
2016-11-23 07:01;Ute;9.9;85
2016-11-23 07:02;Ute;9.9;85
2016-11-23 07:03;Ute;9.9;85
2016-11-23 07:04;Ute;9.9;85
2016-11-23 07:05;Ute;9.9;85
2016-11-23 07:06;Ute;9.9;86
2016-11-23 07:07;Ute;9.9;86
2016-11-23 07:08;Ute;9.9;86
2016-11-23 07:09;Ute;9.9;86
2016-11-23 07:10;Ute;9.9;86
2016-11-23 07:11;Ute;9.9;86
2016-11-23 07:12;Ute;9.9;86
2016-11-23 07:13;Ute;9.9;86
2016-11-23 07:14;Ute;9.9;86
2016-11-23 07:15;Ute;9.9;86
2016-11-23 07:16;Ute;9.9;86
2016-11-23 07:17;Ute;9.9;86
2016-11-23 07:18;Ute;9.9;86
2016-11-23 07:19;Ute;9.9;86
2016-11-23 07:20;Ute;9.9;86
2016-11-23 07:21;Ute;9.9;86
2016-11-23 07:22;Ute;9.9;86
2016-11-23 07:50;Ute;9.9;86
2016-11-23 07:56;Ute;9.9;86
2016-11-23 07:58;Ute;9.9;86
2016-11-23 08:03;Ute;9.9;86
2016-11-23 08:04;Ute;9.9;86
2016-11-23 08:05;Ute;9.9;86
2016-11-23 08:12;Ute;9.9;86
2016-11-23 08:13;Ute;9.9;86
2016-11-23 08:14;Ute;9.9;86
2016-11-23 08:15;Ute;9.9;86
2016-11-23 14:49;Ute;9.9;82
2016-11-23 14:51;Ute;9.9;82
2016-11-23 14:52;Ute;9.9;82
2016-11-23 14:53;Ute;9.9;82
2016-11-23 14:54;Ute;9.9;82
2016-11-23 14:55;Ute;9.9;82
2016-11-23 14:56;Ute;9.9;82
2016-11-23 14:57;Ute;9.9;82
2016-11-23 14:58;Ute;9.9;82
2016-11-26 12:12;Ute;9.9;64
2016-11-26 12:13;Ute;9.9;63
2016-11-26 12:14;Ute;9.9;63
2016-11-26 12:15;Ute;9.9;62
2016-11-26 12:46;Ute;9.9;62
2016-10-01 23:24;Ute;9.8;58
2016-10-01 23:25;Ute;9.8;58
2016-10-01 23:26;Ute;9.8;58
2016-10-01 23:28;Ute;9.8;58
2016-10-01 23:29;Ute;9.8;58
2016-10-01 23:30;Ute;9.8;58
2016-10-01 23:31;Ute;9.8;58
2016-10-01 23:32;Ute;9.8;58
2016-10-01 23:33;Ute;9.8;58
2016-10-01 23:34;Ute;9.8;58
2016-10-02 09:06;Ute;9.8;71
2016-10-02 09:07;Ute;9.8;71
2016-10-02 09:08;Ute;9.8;71
2016-10-02 09:09;Ute;9.8;71
2016-10-03 00:15;Ute;9.8;66
2016-10-03 00:16;Ute;9.8;66
2016-10-03 00:17;Ute;9.8;66
2016-10-03 00:18;Ute;9.8;66
2016-10-03 00:19;Ute;9.8;66
2016-10-03 00:20;Ute;9.8;66
2016-10-03 00:21;Ute;9.8;66
2016-10-03 00:23;Ute;9.8;66
2016-10-03 00:24;Ute;9.8;66
2016-10-03 10:09;Ute;9.8;66
2016-10-03 10:10;Ute;9.8;66
2016-10-03 10:12;Ute;9.8;66
2016-10-03 19:28;Ute;9.8;49
2016-10-03 19:29;Ute;9.8;49
2016-10-03 19:30;Ute;9.8;49
2016-10-03 19:31;Ute;9.8;49
2016-10-03 19:32;Ute;9.8;49
2016-10-03 19:33;Ute;9.8;49
2016-10-03 19:35;Ute;9.8;49
2016-10-04 11:00;Ute;9.8;59
2016-10-04 17:46;Ute;9.8;46
2016-10-05 11:32;Ute;9.8;56
2016-10-05 11:33;Ute;9.8;55
2016-10-05 11:34;Ute;9.8;55
2016-10-05 11:35;Ute;9.8;55
2016-10-05 11:36;Ute;9.8;55
2016-10-05 11:37;Ute;9.8;56
2016-10-05 11:38;Ute;9.8;56
2016-10-05 11:39;Ute;9.8;55
2016-10-05 17:43;Ute;9.8;47
2016-10-05 17:45;Ute;9.8;47
2016-10-05 17:46;Ute;9.8;47
2016-10-05 17:47;Ute;9.8;47
2016-10-05 17:48;Ute;9.8;47
2016-10-06 18:26;Ute;9.8;47
2016-10-06 18:27;Ute;9.8;47
2016-10-06 18:28;Ute;9.8;47
2016-10-06 18:29;Ute;9.8;47
2016-10-06 18:30;Ute;9.8;47
2016-10-06 18:31;Ute;9.8;48
2016-10-06 18:32;Ute;9.8;48
2016-10-06 18:33;Ute;9.8;48
2016-10-06 18:34;Ute;9.8;48
2016-10-06 18:35;Ute;9.8;48
2016-10-06 18:36;Ute;9.8;48
2016-10-06 18:37;Ute;9.8;48
2016-10-06 18:38;Ute;9.8;48
2016-10-06 18:39;Ute;9.8;48
2016-10-06 18:40;Ute;9.8;48
2016-10-06 18:41;Ute;9.8;48
2016-10-06 18:42;Ute;9.8;48
2016-10-06 18:43;Ute;9.8;49
2016-10-06 18:44;Ute;9.8;49
2016-10-07 10:19;Ute;9.8;65
2016-10-07 10:20;Ute;9.8;65
2016-10-09 10:24;Ute;9.8;73
2016-10-09 10:26;Ute;9.8;73
2016-10-09 10:27;Ute;9.8;73
2016-10-09 10:28;Ute;9.8;73
2016-10-09 10:28;Ute;9.8;73
2016-10-09 10:29;Ute;9.8;73
2016-10-09 10:29;Ute;9.8;73
2016-10-09 10:30;Ute;9.8;73
2016-10-09 10:30;Ute;9.8;73
2016-10-09 15:59;Ute;9.8;72
2016-10-09 16:00;Ute;9.8;72
2016-10-09 16:00;Ute;9.8;72
2016-10-09 16:01;Ute;9.8;72
2016-10-09 16:02;Ute;9.8;72
2016-10-09 16:03;Ute;9.8;72
2016-10-09 16:03;Ute;9.8;72
2016-10-09 16:04;Ute;9.8;72
2016-10-09 16:05;Ute;9.8;72
2016-10-09 16:05;Ute;9.8;72
2016-10-09 16:06;Ute;9.8;72
2016-10-09 16:06;Ute;9.8;72
2016-10-09 16:07;Ute;9.8;72
2016-10-09 16:08;Ute;9.8;72
2016-10-09 16:09;Ute;9.8;72
2016-10-09 16:10;Ute;9.8;72
2016-10-09 16:10;Ute;9.8;72
2016-10-09 16:11;Ute;9.8;72
2016-10-09 16:12;Ute;9.8;72
2016-10-09 16:12;Ute;9.8;72
2016-10-09 16:13;Ute;9.8;72
2016-10-09 16:14;Ute;9.8;72
2016-10-09 16:15;Ute;9.8;72
2016-10-09 16:16;Ute;9.8;72
2016-10-09 16:17;Ute;9.8;72
2016-10-09 16:17;Ute;9.8;72
2016-10-09 16:18;Ute;9.8;72
2016-10-09 16:19;Ute;9.8;72
2016-10-09 16:20;Ute;9.8;72
2016-10-09 16:21;Ute;9.8;72
2016-10-09 16:22;Ute;9.8;72
2016-10-09 16:23;Ute;9.8;72
2016-10-09 16:24;Ute;9.8;72
2016-10-09 16:24;Ute;9.8;72
2016-10-09 16:25;Ute;9.8;72
2016-10-09 16:26;Ute;9.8;72
2016-10-09 16:27;Ute;9.8;72
2016-10-09 16:27;Ute;9.8;72
2016-10-09 16:28;Ute;9.8;72
2016-10-11 11:51;Ute;9.8;66
2016-10-11 11:52;Ute;9.8;66
2016-10-11 11:52;Ute;9.8;66
2016-10-11 11:56;Ute;9.8;66
2016-10-11 11:56;Ute;9.8;66
2016-10-11 12:07;Ute;9.8;66
2016-10-11 12:08;Ute;9.8;66
2016-10-11 12:09;Ute;9.8;66
2016-10-11 12:09;Ute;9.8;66
2016-10-11 12:10;Ute;9.8;66
2016-10-11 12:11;Ute;9.8;66
2016-10-11 12:11;Ute;9.8;66
2016-10-11 15:52;Ute;9.8;62
2016-10-11 15:53;Ute;9.8;62
2016-10-11 15:53;Ute;9.8;62
2016-10-11 15:54;Ute;9.8;62
2016-10-11 15:54;Ute;9.8;62
2016-10-11 15:55;Ute;9.8;62
2016-10-11 15:55;Ute;9.8;62
2016-10-11 15:56;Ute;9.8;62
2016-10-11 15:56;Ute;9.8;62
2016-10-11 15:57;Ute;9.8;62
2016-10-11 15:58;Ute;9.8;62
2016-10-11 15:58;Ute;9.8;62
2016-10-11 15:58;Ute;9.8;62
2016-10-11 15:59;Ute;9.8;62
2016-10-11 15:59;Ute;9.8;62
2016-10-11 16:00;Ute;9.8;62
2016-10-11 16:00;Ute;9.8;62
2016-10-11 16:01;Ute;9.8;62
2016-10-11 16:01;Ute;9.8;62
2016-10-11 16:02;Ute;9.8;62
2016-10-11 16:02;Ute;9.8;62
2016-10-11 16:02;Ute;9.8;62
2016-10-11 16:03;Ute;9.8;62
2016-10-11 16:03;Ute;9.8;61
2016-10-11 16:03;Ute;9.8;61
2016-10-11 16:04;Ute;9.8;61
2016-10-11 16:04;Ute;9.8;61
2016-10-11 16:04;Ute;9.8;61
2016-10-11 16:05;Ute;9.8;61
2016-10-11 16:05;Ute;9.8;61
2016-10-11 16:06;Ute;9.8;61
2016-10-11 16:07;Ute;9.8;61
2016-10-11 16:08;Ute;9.8;61
2016-10-11 16:09;Ute;9.8;61
2016-10-11 16:10;Ute;9.8;61
2016-10-11 16:10;Ute;9.8;61
2016-10-11 16:11;Ute;9.8;61
2016-10-11 16:11;Ute;9.8;61
2016-10-11 16:12;Ute;9.8;61
2016-10-11 16:12;Ute;9.8;61
2016-10-11 16:13;Ute;9.8;61
2016-10-11 16:13;Ute;9.8;61
2016-10-11 16:13;Ute;9.8;61
2016-10-11 16:14;Ute;9.8;61
2016-10-11 16:14;Ute;9.8;61
2016-10-11 16:14;Ute;9.8;61
2016-10-11 16:15;Ute;9.8;61
2016-10-11 16:16;Ute;9.8;61
2016-10-11 16:16;Ute;9.8;61
2016-10-11 16:16;Ute;9.8;61
2016-10-11 16:17;Ute;9.8;61
2016-10-11 16:17;Ute;9.8;61
2016-10-11 16:17;Ute;9.8;61
2016-10-18 20:55;Ute;9.8;67
2016-10-18 20:56;Ute;9.8;67
2016-10-18 20:57;Ute;9.8;67
2016-10-18 20:58;Ute;9.8;67
2016-10-18 21:00;Ute;9.8;67
2016-10-19 09:29;Ute;9.8;76
2016-10-19 09:30;Ute;9.8;76
2016-10-19 09:31;Ute;9.8;76
2016-10-19 09:32;Ute;9.8;75
2016-10-19 09:39;Ute;9.8;75
2016-10-19 09:41;Ute;9.8;75
2016-10-19 09:42;Ute;9.8;75
2016-10-19 09:43;Ute;9.8;75
2016-10-19 09:44;Ute;9.8;75
2016-10-19 09:45;Ute;9.8;75
2016-10-19 09:46;Ute;9.8;75
2016-10-19 09:47;Ute;9.8;75
2016-10-19 09:48;Ute;9.8;75
2016-10-19 09:49;Ute;9.8;75
2016-10-19 09:50;Ute;9.8;75
2016-10-19 09:51;Ute;9.8;74
2016-10-19 09:52;Ute;9.8;74
2016-10-19 09:53;Ute;9.8;74
2016-10-19 09:55;Ute;9.8;74
2016-10-19 09:56;Ute;9.8;74
2016-10-19 11:25;Ute;9.8;73
